c,p,o,oLabel
http://www.wikidata.org/entity/Q26761640,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26771565,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q26771565,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26772284,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26772284,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311342,Sovereign
http://www.wikidata.org/entity/Q26772344,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26772344,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q26772371,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26772371,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q26772381,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26772381,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q26772388,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26772388,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q26772430,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26772430,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311399,Krylorian
http://www.wikidata.org/entity/Q26772438,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26772438,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q26772446,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26772446,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q26809707,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q27813421,Adrian Toomes
http://www.wikidata.org/entity/Q26809707,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q66192865,Doris Toomes
http://www.wikidata.org/entity/Q26809707,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q26809707,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26817985,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q26817985,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q26817985,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q117307251,fictional uploaded consciousness
http://www.wikidata.org/entity/Q26817985,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q24022098,Steve Rogers
http://www.wikidata.org/entity/Q26857638,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q27045831,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q26760958,Wakanda
http://www.wikidata.org/entity/Q27045831,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27045831,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27057203,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q24026703,Scott Lang
http://www.wikidata.org/entity/Q27057203,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q24276092,Maggie Lang
http://www.wikidata.org/entity/Q27057203,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27057203,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q27057247,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q27057247,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q7289996,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1114461,comics character
http://www.wikidata.org/entity/Q7289996,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q7296820,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1114461,comics character
http://www.wikidata.org/entity/Q7296820,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q7296820,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q1982051,Kang the Conqueror
http://www.wikidata.org/entity/Q11703564,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15720793,fictional building
http://www.wikidata.org/entity/Q16386826,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1114461,comics character
http://www.wikidata.org/entity/Q16386826,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q20679944,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q2623733,fictional language
http://www.wikidata.org/entity/Q20979384,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q20979384,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q20979384,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q20979384,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q2919046,biochemist
http://www.wikidata.org/entity/Q20979384,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q911971,S.H.I.E.L.D.
http://www.wikidata.org/entity/Q21042559,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q21042559,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q21042559,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q21042559,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q752129,astrophysicist
http://www.wikidata.org/entity/Q21042559,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q7387321,S.W.O.R.D.
http://www.wikidata.org/entity/Q65935363,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q65935363,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65935380,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1975749,supersoldier
http://www.wikidata.org/entity/Q65935380,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q65935380,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q65935380,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65935380,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q1152040,healing factor
http://www.wikidata.org/entity/Q65935380,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q4386945,superhuman strength
http://www.wikidata.org/entity/Q65935380,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q23012785,superhuman speed
http://www.wikidata.org/entity/Q65935380,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q47089006,superhuman durability
http://www.wikidata.org/entity/Q65935522,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q65935522,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65935548,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q65935548,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65935573,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65935573,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q65935802,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65935802,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q65935811,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65935811,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311406,Dwarf
http://www.wikidata.org/entity/Q65935830,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65935830,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311417,Eternal
http://www.wikidata.org/entity/Q65935830,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q1618814,Eternal
http://www.wikidata.org/entity/Q65935839,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q65935839,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65935839,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q4110598,vlogger
http://www.wikidata.org/entity/Q65935848,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q65935848,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65935848,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q23895063,Natasha Romanoff
http://www.wikidata.org/entity/Q65935848,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q107506977,Yelena Belova
http://www.wikidata.org/entity/Q65935848,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q4386945,superhuman strength
http://www.wikidata.org/entity/Q65935848,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q47089006,superhuman durability
http://www.wikidata.org/entity/Q65935858,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65935858,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311417,Eternal
http://www.wikidata.org/entity/Q65935876,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q65935876,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65937785,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65937785,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311417,Eternal
http://www.wikidata.org/entity/Q65937794,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65937794,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311417,Eternal
http://www.wikidata.org/entity/Q65937794,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q23012785,superhuman speed
http://www.wikidata.org/entity/Q65937802,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q65937802,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311417,Eternal
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q2474195,Ultron
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q3043221,Hela
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q3052324,Hydra
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q3247771,Surtur
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q3281842,Malekith the Accursed
http://www.wikidata.org/entity/Q24046102,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q96379736,Gorr the God Butcher
http://www.wikidata.org/entity/Q24046106,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q24046106,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24046106,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24046106,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q752129,astrophysicist
http://www.wikidata.org/entity/Q24046118,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q24046126,Odin
http://www.wikidata.org/entity/Q24046118,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q24046153,Laufey
http://www.wikidata.org/entity/Q24046118,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q24049999,Frigga
